snapshot_epoch,position,max_prob,entropy,top5_acc,topk_tokens
2,63,0.09061744809150696,6.086566925048828,0.375,"[284, 3809, 13, 290, 262]"
3,0,0.6711360216140747,1.53954017162323,0.75,"[2402, 612, 711, 11040, 1310]"
3,1,0.363153874874115,3.404811143875122,0.625,"[257, 1310, 1115, 262, 11040]"
3,2,0.5494001507759094,2.37363862991333,0.625,"[640, 1310, 1862, 1402, 4950]"
3,3,0.31805676221847534,3.1388020515441895,0.375,"[612, 11, 262, 373, 1995]"
3,4,0.44584664702415466,2.858726978302002,0.625,"[612, 2402, 11040, 475, 262]"
3,5,0.269493043422699,3.962329387664795,0.625,"[373, 262, 547, 711, 734]"
3,6,0.2455568015575409,3.8757472038269043,0.5,"[257, 1115, 11040, 1995, 12008]"
3,7,0.2380429208278656,4.087275505065918,0.5,"[1310, 1862, 1402, 2513, 1263]"
3,8,0.16382621228694916,4.566544532775879,0.375,"[612, 711, 2402, 262, 1995]"
3,9,0.11556273698806763,4.668516159057617,0.0,"[262, 373, 287, 11, 711]"
3,10,0.22165225446224213,4.0723724365234375,0.75,"[1375, 1119, 679, 3887, 1881]"
3,11,0.14923132956027985,4.479806423187256,0.5,"[262, 373, 257, 11, 612]"
3,12,0.10571037232875824,4.801827430725098,0.125,"[1995, 612, 373, 262, 640]"
3,13,0.1148286685347557,4.941987037658691,0.5,"[262, 6576, 11, 1995, 4950]"
3,14,0.13873104751110077,4.798065662384033,0.125,"[3952, 13546, 11376, 1115, 262]"
3,15,0.1339082419872284,4.855849266052246,0.25,"[262, 373, 1524, 1110, 612]"
3,16,0.08553098142147064,5.244068145751953,0.5,"[262, 373, 1524, 11, 257]"
3,17,0.1108308881521225,5.245492935180664,0.125,"[1402, 640, 1263, 1310, 2513]"
3,18,0.15304642915725708,5.005441188812256,0.375,"[257, 373, 262, 1995, 11040]"
3,19,0.14312204718589783,4.929357051849365,0.125,"[262, 7348, 373, 6576, 2982]"
3,20,0.16292215883731842,4.82352352142334,0.625,"[1375, 1119, 1881, 679, 198]"
3,21,0.11950144171714783,4.957635402679443,0.375,"[1110, 257, 262, 11, 1995]"
3,22,0.2185651957988739,4.560201644897461,0.375,"[11, 257, 262, 13, 1995]"
3,23,0.19049176573753357,5.016952037811279,0.375,"[612, 475, 257, 262, 366]"
3,24,0.10329420864582062,4.938903331756592,0.25,"[262, 257, 373, 2982, 11]"
3,25,0.0947704017162323,5.151589393615723,0.25,"[11, 262, 373, 607, 257]"
3,26,0.16481049358844757,4.60626745223999,0.125,"[612, 366, 475, 262, 673]"
3,27,0.09492376446723938,5.365962028503418,0.25,"[11, 262, 257, 1115, 1110]"
3,28,0.12256371974945068,4.884389877319336,0.25,"[257, 262, 11, 13, 373]"
3,29,0.12999263405799866,4.8382463455200195,0.625,"[262, 11, 257, 373, 13]"
3,30,0.1368953287601471,4.887823104858398,0.375,"[612, 262, 475, 673, 11]"
3,31,0.1754947006702423,4.615179061889648,0.25,"[11, 257, 262, 13, 1110]"
3,32,0.10319048166275024,5.262407302856445,0.375,"[262, 257, 13, 373, 287]"
3,33,0.08989670872688293,5.312342643737793,0.25,"[11376, 3952, 262, 13546, 11]"
3,34,0.11913303285837173,4.82444429397583,0.25,"[262, 11, 257, 13, 373]"
3,35,0.14011436700820923,4.991407871246338,0.375,"[612, 366, 475, 673, 262]"
3,36,0.11238684505224228,5.127506256103516,0.625,"[11, 262, 257, 13, 373]"
3,37,0.13120755553245544,5.197070598602295,0.125,"[262, 373, 257, 11, 13]"
3,38,0.11474567651748657,5.279204368591309,0.25,"[262, 257, 11, 1995, 612]"
3,39,0.11920832097530365,5.135939598083496,0.5,"[262, 257, 373, 11, 198]"
3,40,0.12336897104978561,5.29526424407959,0.375,"[257, 262, 11, 1995, 29252]"
3,41,0.06779710203409195,5.828352451324463,0.25,"[11, 607, 373, 262, 3772]"
3,42,0.09712754189968109,5.273127555847168,0.25,"[11, 257, 262, 13, 1995]"
3,43,0.12451834976673126,5.113190650939941,0.375,"[262, 257, 1995, 1524, 12008]"
3,44,0.19428889453411102,4.46835470199585,0.5,"[11, 262, 13, 257, 290]"
3,45,0.27603617310523987,4.034945011138916,0.5,"[11, 13, 373, 262, 257]"
3,46,0.17771905660629272,4.7714667320251465,0.375,"[11, 262, 13, 257, 607]"
3,47,0.16878995299339294,4.727921009063721,0.375,"[11, 198, 13, 373, 257]"
3,48,0.1252872794866562,5.121434688568115,0.25,"[262, 257, 1995, 11, 373]"
3,49,0.13197734951972961,5.0042405128479,0.375,"[11, 257, 262, 373, 1995]"
3,50,0.1286206692457199,5.30707311630249,0.25,"[257, 262, 1524, 1115, 1375]"
3,51,0.12446818500757217,5.409211158752441,0.25,"[11, 1115, 262, 12008, 257]"
3,52,0.09562080353498459,5.28444766998291,0.25,"[11, 262, 13, 257, 373]"
3,53,0.06619656085968018,5.804656982421875,0.25,"[262, 373, 1110, 607, 9161]"
3,54,0.16204914450645447,4.72263240814209,0.375,"[11, 13, 198, 257, 284]"
3,55,0.09682267904281616,5.17906379699707,0.25,"[11, 257, 262, 13, 1110]"
3,56,0.13851678371429443,5.260974884033203,0.25,"[257, 11, 262, 1115, 13]"
3,57,0.09137614071369171,5.126106262207031,0.375,"[257, 262, 11, 13, 607]"
3,58,0.12408848851919174,4.896577835083008,0.25,"[11376, 3952, 373, 11, 6766]"
3,59,0.15930961072444916,4.633413314819336,0.5,"[11, 13, 262, 257, 373]"
3,60,0.2599496841430664,4.022160053253174,0.25,"[257, 262, 11, 13, 1110]"
3,61,0.19130292534828186,4.563896656036377,0.375,"[257, 284, 11, 1110, 13]"
3,62,0.06382615119218826,6.197822570800781,0.0,"[711, 262, 1011, 7301, 1064]"
3,63,0.10946546494960785,5.4195075035095215,0.25,"[11, 198, 13, 257, 679]"
4,0,0.2517167925834656,3.165069818496704,0.625,"[2402, 612, 734, 257, 2933]"
4,1,0.6488893628120422,1.5592211484909058,0.625,"[257, 13, 290, 11, 373]"
4,2,0.5378343462944031,2.178060531616211,0.625,"[640, 257, 1402, 1310, 734]"
4,3,0.3355959355831146,2.8521504402160645,0.375,"[11, 257, 612, 13, 373]"
4,4,0.2845558822154999,3.0837321281433105,0.5,"[612, 257, 290, 13, 11]"
4,5,0.4576563537120819,2.4563486576080322,0.375,"[373, 257, 13, 547, 290]"
4,6,0.600469708442688,1.9979426860809326,0.625,"[257, 734, 13, 290, 2933]"
4,7,0.32036712765693665,3.2229866981506348,0.25,"[1310, 2933, 257, 1402, 13]"
4,8,0.26105135679244995,3.334218978881836,0.375,"[257, 2933, 13, 11, 290]"
4,9,0.256736159324646,3.0548853874206543,0.25,"[13, 373, 257, 290, 11]"
4,10,0.30471885204315186,2.814578056335449,0.375,"[679, 1119, 383, 198, 1375]"
4,11,0.22221247851848602,3.7774603366851807,0.375,"[13, 257, 290, 679, 373]"
4,12,0.24034370481967926,3.6586458683013916,0.25,"[373, 257, 11, 2933, 13]"
4,13,0.23419320583343506,3.651273250579834,0.125,"[11, 13, 290, 257, 373]"
4,14,0.14261206984519958,4.26894474029541,0.125,"[13, 290, 257, 11, 284]"
4,15,0.25487375259399414,3.2369186878204346,0.375,"[13, 11, 373, 290, 262]"
4,16,0.22880981862545013,3.508187770843506,0.5,"[11, 257, 13, 373, 290]"
4,17,0.23972107470035553,3.5221738815307617,0.25,"[257, 1402, 1310, 13, 290]"
4,18,0.3534761369228363,3.283395528793335,0.375,"[257, 373, 13, 290, 262]"
4,19,0.2609708607196808,3.7471137046813965,0.25,"[13, 257, 11, 290, 262]"
4,20,0.19953705370426178,3.6589300632476807,0.625,"[198, 679, 1119, 1881, 383]"
4,21,0.17805138230323792,4.192599773406982,0.125,"[257, 13, 2933, 11, 290]"
4,22,0.22210067510604858,3.944385290145874,0.375,"[11, 257, 13, 290, 339]"
4,23,0.25128352642059326,3.5939435958862305,0.5,"[257, 290, 11, 13, 262]"
4,24,0.1818123310804367,3.993976593017578,0.375,"[257, 13, 11, 373, 290]"
4,25,0.12302054464817047,4.1698737144470215,0.375,"[13, 11, 198, 373, 262]"
4,26,0.1988772749900818,3.789093017578125,0.25,"[262, 290, 13, 11, 475]"
4,27,0.18629957735538483,4.296842098236084,0.125,"[13, 11, 262, 257, 290]"
4,28,0.1419111043214798,4.646937847137451,0.25,"[257, 262, 13, 290, 339]"
4,29,0.13129499554634094,4.869617462158203,0.375,"[198, 257, 13, 679, 290]"
4,30,0.2363724708557129,3.671405792236328,0.375,"[262, 290, 13, 475, 257]"
4,31,0.25738024711608887,3.664008855819702,0.125,"[11, 257, 262, 13, 290]"
4,32,0.12077262997627258,4.986441612243652,0.25,"[262, 13, 257, 290, 11]"
4,33,0.08705823123455048,5.515599727630615,0.125,"[3952, 1295, 539, 2818, 13]"
4,34,0.1774180829524994,3.986933469772339,0.25,"[13, 11, 262, 373, 290]"
4,35,0.153752863407135,4.756564617156982,0.375,"[262, 13, 290, 475, 673]"
4,36,0.1180051863193512,4.767819404602051,0.5,"[11, 262, 13, 290, 198]"
4,37,0.1732422560453415,4.1793646812438965,0.125,"[13, 262, 290, 11, 257]"
4,38,0.12344793975353241,5.321142196655273,0.125,"[8151, 11, 262, 257, 13]"
4,39,0.0903838723897934,5.430199146270752,0.125,"[13, 262, 290, 11, 284]"
4,40,0.20563308894634247,4.46929407119751,0.5,"[257, 11, 13, 262, 290]"
4,41,0.12302133440971375,5.04271125793457,0.375,"[11, 257, 373, 13, 290]"
4,42,0.2193305641412735,3.834298849105835,0.375,"[13, 11, 257, 262, 290]"
4,43,0.13500691950321198,4.879343032836914,0.5,"[679, 8151, 11, 198, 257]"
4,44,0.26964476704597473,3.604651927947998,0.5,"[198, 11, 13, 290, 262]"
4,45,0.29987722635269165,3.3278145790100098,0.5,"[11, 13, 198, 284, 262]"
4,46,0.15574835240840912,4.970224380493164,0.375,"[39072, 262, 11, 13, 290]"
4,47,0.13128192722797394,6.22407341003418,0.25,"[39072, 7911, 11, 26926, 11499]"
4,48,0.10043288767337799,6.091458320617676,0.375,"[11, 13, 262, 290, 679]"
4,49,0.0983869731426239,5.581145763397217,0.375,"[13, 11, 198, 373, 262]"
4,50,0.052391767501831055,6.067818641662598,0.25,"[198, 679, 262, 13, 8151]"
4,51,0.2571914494037628,5.252814292907715,0.25,"[198, 1, 464, 1537, 13]"
4,52,0.10663827508687973,5.594962120056152,0.125,"[11, 13, 262, 257, 284]"
4,53,0.05702169984579086,6.951840400695801,0.0,"[4193, 47153, 4391, 2332, 8975]"
4,54,0.06390701234340668,5.930430889129639,0.125,"[11, 679, 284, 13, 2332]"
4,55,0.23802155256271362,3.8950328826904297,0.125,"[13, 11, 262, 257, 290]"
4,56,0.14724984765052795,5.427226543426514,0.25,"[11, 13, 198, 290, 679]"
4,57,0.17263248562812805,4.72527551651001,0.375,"[262, 257, 13, 290, 198]"
4,58,0.17960679531097412,4.810601234436035,0.375,"[3952, 7714, 2818, 13, 24817]"
4,59,0.16617441177368164,4.784457206726074,0.25,"[262, 13, 198, 290, 257]"
4,60,0.22942884266376495,3.7724955081939697,0.375,"[13, 198, 262, 11, 257]"
4,61,0.1196492612361908,5.062364101409912,0.375,"[284, 198, 11, 13, 257]"
4,62,0.11121349036693573,5.526477813720703,0.125,"[262, 13, 198, 373, 11]"
4,63,0.08822888135910034,5.6498870849609375,0.125,"[4193, 39072, 679, 2332, 13]"
5,0,0.3877823054790497,3.121845245361328,0.375,"[612, 2402, 198, 1110, 257]"
5,1,0.37519124150276184,3.221231698989868,0.375,"[257, 284, 1110, 2712, 13]"
5,2,0.3834777772426605,3.119025945663452,0.5,"[640, 257, 284, 3932, 1995]"
5,3,0.33920973539352417,3.4429807662963867,0.25,"[11, 612, 284, 2712, 13]"
5,4,0.32041555643081665,3.3222460746765137,0.125,"[612, 257, 1110, 262, 2712]"
5,5,0.2565329074859619,3.9267489910125732,0.125,"[373, 284, 257, 547, 13]"
5,6,0.38034871220588684,3.168951988220215,0.375,"[257, 523, 284, 2712, 845]"
5,7,0.24808858335018158,3.9526586532592773,0.25,"[1310, 13, 257, 262, 11]"
5,8,0.22315910458564758,4.291100978851318,0.125,"[198, 284, 464, 1, 3198]"
5,9,0.21427255868911743,4.100403308868408,0.125,"[607, 284, 198, 262, 13]"
5,10,0.2529762387275696,3.8265817165374756,0.25,"[198, 679, 632, 1375, 1881]"
5,11,0.26857736706733704,3.878910779953003,0.0,"[198, 257, 262, 1110, 13]"
5,12,0.14849862456321716,4.154468059539795,0.125,"[284, 13, 373, 607, 6151]"
5,13,0.2048436403274536,4.255467414855957,0.375,"[1110, 13, 262, 607, 340]"
5,14,0.16902804374694824,4.710054874420166,0.125,"[11376, 3952, 13, 1660, 20710]"
5,15,0.19791045784950256,4.220859050750732,0.125,"[1110, 284, 13, 262, 607]"
5,16,0.2572832405567169,4.1901984214782715,0.25,"[198, 284, 262, 13, 607]"
5,17,0.24459458887577057,4.306154251098633,0.125,"[13, 11, 711, 290, 1310]"
5,18,0.24479466676712036,4.034773349761963,0.25,"[262, 13, 257, 340, 607]"
5,19,0.1696910560131073,4.592964172363281,0.25,"[13, 284, 262, 198, 607]"
5,20,0.22987036406993866,4.133159160614014,0.0,"[198, 679, 1881, 383, 1375]"
5,21,0.16834208369255066,4.675121307373047,0.0,"[257, 284, 262, 13, 607]"
5,22,0.24380835890769958,4.125131607055664,0.125,"[11, 284, 198, 13, 262]"
5,23,0.15852627158164978,4.6671600341796875,0.0,"[612, 257, 475, 290, 366]"
5,24,0.1582287847995758,5.117365837097168,0.0,"[284, 13, 607, 262, 340]"
5,25,0.1357291042804718,4.962449550628662,0.0,"[198, 3198, 464, 1, 38582]"
5,26,0.1449914574623108,4.680120944976807,0.125,"[262, 257, 475, 13, 673]"
5,27,0.1224074438214302,4.871065616607666,0.0,"[284, 257, 262, 13, 198]"
5,28,0.1595948189496994,4.803011417388916,0.25,"[284, 198, 262, 257, 13]"
5,29,0.2403174638748169,4.243462562561035,0.0,"[198, 257, 262, 13, 284]"
5,30,0.14723119139671326,4.684721946716309,0.125,"[262, 607, 257, 13, 340]"
5,31,0.19472792744636536,4.712399482727051,0.125,"[13, 11, 262, 607, 284]"
5,32,0.20746482908725739,4.6399664878845215,0.125,"[2652, 711, 2648, 467, 198]"
5,33,0.21127107739448547,4.970021724700928,0.0,"[3996, 4268, 6193, 15121, 1660]"
5,34,0.18143196403980255,4.718033790588379,0.125,"[284, 198, 607, 2648, 13]"
5,35,0.16490334272384644,4.973311901092529,0.125,"[262, 257, 13, 475, 366]"
5,36,0.12796799838542938,5.5596442222595215,0.25,"[198, 95, 284, 2953, 3198]"
5,37,0.17550912499427795,4.81895637512207,0.125,"[198, 13, 284, 26391, 262]"
5,38,0.16064691543579102,5.14095401763916,0.0,"[13, 340, 262, 607, 284]"
5,39,0.26453423500061035,4.383581638336182,0.125,"[198, 464, 3198, 284, 1]"
5,40,0.15628138184547424,5.077479839324951,0.25,"[262, 13, 714, 11, 407]"
5,41,0.14393186569213867,5.356346130371094,0.125,"[198, 607, 340, 1110, 13]"
5,42,0.08757434040307999,5.508495330810547,0.125,"[284, 13, 26391, 11, 340]"
5,43,0.13121706247329712,5.133687496185303,0.125,"[11, 198, 262, 607, 13]"
5,44,0.1962715983390808,4.263313293457031,0.25,"[198, 13, 284, 340, 290]"
5,45,0.1981562077999115,4.713608741760254,0.125,"[198, 3198, 1, 284, 464]"
5,46,0.2595919668674469,4.7506608963012695,0.375,"[198, 284, 607, 2953, 2990]"
5,47,0.16181251406669617,4.947144031524658,0.375,"[198, 22940, 262, 2648, 3285]"
5,48,0.11927244812250137,5.626354694366455,0.0,"[13, 198, 2652, 1820, 531]"
5,49,0.10600800812244415,5.767925262451172,0.25,"[13, 284, 607, 11, 340]"
5,50,0.16665178537368774,5.317642688751221,0.0,"[198, 284, 11, 262, 13]"
5,51,0.21046733856201172,4.763841152191162,0.0,"[198, 13, 83, 11, 1820]"
5,52,0.1562335193157196,4.9384918212890625,0.25,"[198, 1620, 6070, 23967, 9839]"
5,53,0.1249411404132843,5.650944232940674,0.0,"[198, 13, 607, 2953, 340]"
5,54,0.06745659559965134,6.547061443328857,0.125,"[198, 284, 22940, 262, 464]"
5,55,0.20669451355934143,4.6162919998168945,0.0,"[284, 198, 13, 607, 340]"
5,56,0.14361867308616638,5.445501804351807,0.0,"[13, 531, 340, 262, 607]"
5,57,0.1533786505460739,5.394477844238281,0.0,"[198, 284, 340, 607, 13]"
