snapshot_epoch,position,max_prob,entropy,top5_acc,topk_tokens
5,58,0.14461851119995117,5.595361709594727,0.125,"[4314, 6193, 23249, 3420, 1028]"
5,59,0.14305268228054047,5.5432024002075195,0.125,"[262, 198, 607, 43, 2648]"
5,60,0.19441041350364685,4.966724872589111,0.125,"[198, 2953, 2491, 1775, 13787]"
5,61,0.18985609710216522,4.655514240264893,0.25,"[284, 13, 11, 257, 198]"
5,62,0.1006319597363472,5.685112476348877,0.0,"[711, 2648, 7301, 262, 2652]"
5,63,0.10224156081676483,5.53879976272583,0.125,"[198, 284, 11, 13, 607]"
6,0,0.35281217098236084,3.2591745853424072,0.5,"[2402, 13990, 373, 4074, 262]"
6,1,0.2615446448326111,3.882068157196045,0.5,"[257, 13990, 4074, 284, 373]"
6,2,0.4667282700538635,3.1027204990386963,0.375,"[13990, 4074, 373, 6568, 547]"
6,3,0.2989233434200287,3.931994676589966,0.5,"[11, 612, 13990, 788, 373]"
6,4,0.3628401756286621,3.74259352684021,0.75,"[612, 373, 4074, 1223, 11735]"
6,5,0.25651776790618896,4.3634819984436035,0.5,"[373, 13990, 547, 788, 6568]"
6,6,0.1853621006011963,4.020204067230225,0.5,"[13990, 257, 788, 4074, 284]"
6,7,0.13546256721019745,4.853920936584473,0.125,"[13990, 4074, 6568, 983, 373]"
6,8,0.19890102744102478,4.33149528503418,0.25,"[13990, 1100, 2402, 1223, 423]"
6,9,0.10298749804496765,4.924283981323242,0.25,"[788, 373, 13990, 13, 262]"
6,10,0.16442330181598663,4.330846309661865,0.5,"[679, 383, 1375, 632, 1119]"
6,11,0.15336069464683533,4.587704181671143,0.5,"[373, 13, 262, 290, 284]"
6,12,0.14379525184631348,4.5001702308654785,0.25,"[13990, 6568, 373, 43634, 788]"
6,13,0.12170157581567764,5.013721942901611,0.25,"[13990, 788, 6568, 4074, 11]"
6,14,0.12792451679706573,5.033631801605225,0.25,"[13990, 4252, 11376, 4074, 6568]"
6,15,0.12055543810129166,5.129988193511963,0.25,"[13990, 788, 13062, 1902, 2402]"
6,16,0.18969276547431946,4.696087837219238,0.25,"[6568, 423, 262, 788, 373]"
6,17,0.14263035356998444,5.253316402435303,0.25,"[13990, 6568, 20518, 3049, 4074]"
6,18,0.20802171528339386,4.836242198944092,0.0,"[13990, 6568, 1737, 788, 20518]"
6,19,0.13327771425247192,5.159603595733643,0.125,"[13990, 788, 813, 13, 290]"
6,20,0.1727461963891983,5.098524570465088,0.0,"[383, 679, 1375, 632, 1881]"
6,21,0.14407052099704742,5.002455234527588,0.125,"[6568, 13990, 788, 1902, 43634]"
6,22,0.0901927575469017,5.267151832580566,0.25,"[11, 13990, 6568, 788, 1902]"
6,23,0.16185621917247772,5.14754581451416,0.375,"[612, 813, 1902, 673, 6568]"
6,24,0.1523425430059433,4.897511959075928,0.0,"[13990, 6568, 28364, 788, 20518]"
6,25,0.14083980023860931,5.307828426361084,0.125,"[13990, 373, 4180, 788, 6568]"
6,26,0.09090641140937805,5.447720527648926,0.125,"[612, 1902, 13990, 788, 673]"
6,27,0.0707058310508728,5.788445949554443,0.25,"[6568, 788, 43634, 1902, 262]"
6,28,0.10977974534034729,5.27103853225708,0.25,"[6568, 788, 262, 13990, 13]"
6,29,0.09484916180372238,5.614702224731445,0.25,"[6568, 788, 262, 290, 13]"
6,30,0.10651164501905441,5.498547554016113,0.5,"[788, 673, 1902, 13990, 475]"
6,31,0.10650855302810669,5.165559768676758,0.25,"[6568, 13990, 788, 11, 530]"
6,32,0.06870114058256149,5.91977071762085,0.0,"[423, 467, 6568, 13990, 2652]"
6,33,0.06170043721795082,6.213333606719971,0.125,"[13990, 11376, 4252, 20518, 3650]"
6,34,0.11062014102935791,5.3482160568237305,0.125,"[788, 13990, 43634, 6568, 262]"
6,35,0.11864572018384933,5.280701637268066,0.25,"[813, 788, 13990, 673, 475]"
6,36,0.10221276432275772,5.486008167266846,0.25,"[13990, 6568, 20518, 788, 95]"
6,37,0.08534733206033707,5.794162750244141,0.25,"[13990, 28364, 813, 20518, 1737]"
6,38,0.07698826491832733,5.69539737701416,0.25,"[13990, 1737, 20518, 6568, 788]"
6,39,0.08312489837408066,5.759352684020996,0.5,"[241, 13990, 262, 788, 6568]"
6,40,0.10020427405834198,5.795932292938232,0.125,"[6568, 13990, 28364, 788, 4074]"
6,41,0.06520095467567444,6.154681205749512,0.25,"[813, 13990, 6568, 1902, 10102]"
6,42,0.12742283940315247,5.433323383331299,0.5,"[788, 20518, 13990, 26391, 6568]"
6,43,0.11204234510660172,5.222498416900635,0.375,"[20518, 13990, 1902, 8151, 4168]"
6,44,0.16562743484973907,5.042354583740234,0.375,"[13990, 20518, 788, 13, 11]"
6,45,0.23408013582229614,4.392326354980469,0.25,"[6568, 788, 13, 43634, 373]"
6,46,0.13159038126468658,5.005748748779297,0.25,"[6568, 788, 28364, 813, 3049]"
6,47,0.16075365245342255,5.3874711990356445,0.125,"[13990, 1737, 5895, 20518, 43634]"
6,48,0.12434983253479004,5.301815986633301,0.125,"[19695, 13990, 1737, 20518, 33577]"
6,49,0.09571108222007751,5.804288864135742,0.125,"[788, 20518, 13990, 14441, 4074]"
6,50,0.0768367126584053,6.35739803314209,0.125,"[1902, 1737, 20518, 6568, 43634]"
6,51,0.09402845799922943,5.6715168952941895,0.25,"[20518, 13990, 82, 28364, 12436]"
6,52,0.09911143034696579,5.72273588180542,0.125,"[813, 6568, 3049, 2402, 43634]"
6,53,0.06310322135686874,6.347116947174072,0.0,"[13990, 28364, 813, 20518, 1737]"
6,54,0.06452550739049911,6.049588203430176,0.0,"[788, 13990, 20518, 1902, 6568]"
6,55,0.1106080636382103,5.604733467102051,0.375,"[788, 20518, 26391, 13990, 6568]"
6,56,0.05701373144984245,6.4300537109375,0.125,"[20518, 1902, 1737, 13990, 4727]"
6,57,0.12242552638053894,5.559569358825684,0.25,"[13990, 788, 35822, 20518, 1902]"
6,58,0.1506611555814743,5.332172870635986,0.25,"[13990, 20518, 2323, 11376, 1737]"
6,59,0.09067051112651825,5.660516738891602,0.125,"[788, 6568, 13990, 43634, 262]"
6,60,0.15805169939994812,5.013019561767578,0.375,"[13990, 20518, 1085, 4727, 1902]"
6,61,0.1668754518032074,5.494263172149658,0.125,"[788, 6568, 1737, 20518, 284]"
6,62,0.057154878973960876,6.398036956787109,0.0,"[788, 423, 6568, 14441, 2652]"
6,63,0.09312812238931656,6.24467658996582,0.125,"[28364, 19695, 12436, 13990, 6565]"
7,0,0.48803961277008057,2.39866304397583,0.5,"[2402, 1881, 679, 3887, 612]"
7,1,0.3329808712005615,3.258527994155884,0.125,"[2402, 1881, 1444, 19092, 3887]"
7,2,0.5690310001373291,2.4894895553588867,0.375,"[640, 2402, 19092, 813, 1310]"
7,3,0.26073479652404785,3.690108299255371,0.5,"[612, 2402, 11, 813, 20345]"
7,4,0.3573259711265564,3.483189105987549,0.375,"[612, 2402, 813, 20345, 475]"
7,5,0.3790016770362854,3.450770139694214,0.625,"[813, 373, 2402, 35254, 5615]"
7,6,0.30382391810417175,3.688371419906616,0.375,"[2576, 2933, 1110, 1444, 257]"
7,7,0.29841411113739014,3.796912908554077,0.375,"[442, 1310, 2402, 1881, 40377]"
7,8,0.20282459259033203,4.236919403076172,0.125,"[1, 1537, 198, 464, 2402]"
7,9,0.18561145663261414,4.562124252319336,0.125,"[1444, 508, 2402, 8855, 19092]"
7,10,0.2260650098323822,4.309590816497803,0.5,"[1881, 679, 3887, 1375, 632]"
7,11,0.24814674258232117,4.409438610076904,0.375,"[2576, 40, 2657, 19092, 2318]"
7,12,0.23875275254249573,4.426027297973633,0.125,"[2402, 35254, 813, 2576, 717]"
7,13,0.192024827003479,4.994822978973389,0.0,"[2402, 19092, 32443, 6616, 3881]"
7,14,0.21078583598136902,4.560075283050537,0.25,"[6616, 4291, 5434, 19230, 813]"
7,15,0.15433624386787415,5.1330108642578125,0.0,"[1110, 813, 612, 20345, 2402]"
7,16,0.14594997465610504,5.209352493286133,0.375,"[35254, 813, 2925, 14005, 40377]"
7,17,0.14315637946128845,5.07499885559082,0.125,"[1310, 640, 442, 5296, 1588]"
7,18,0.2935684025287628,4.669610977172852,0.25,"[19092, 40377, 5434, 2346, 48083]"
7,19,0.21341678500175476,5.3277201652526855,0.125,"[34488, 813, 12098, 3881, 5434]"
7,20,0.22917282581329346,5.14962100982666,0.125,"[1881, 3887, 1444, 679, 2399]"
7,21,0.19389739632606506,5.282534122467041,0.125,"[1110, 640, 5296, 40377, 2933]"
7,22,0.16824564337730408,5.236908435821533,0.25,"[11, 1110, 2166, 2576, 5434]"
7,23,0.18828116357326508,5.058135032653809,0.375,"[612, 813, 475, 35254, 2402]"
7,24,0.21483251452445984,5.233992576599121,0.25,"[2126, 900, 8855, 19230, 3881]"
7,25,0.2611747980117798,4.752735614776611,0.125,"[19092, 5434, 2402, 1110, 2627]"
7,26,0.23506581783294678,5.1937408447265625,0.125,"[612, 813, 475, 2402, 31420]"
7,27,0.09737926721572876,6.182491779327393,0.125,"[813, 19230, 2988, 2925, 40663]"
7,28,0.1541530191898346,5.050568580627441,0.375,"[1110, 35254, 2576, 612, 356]"
7,29,0.2248786836862564,5.1255202293396,0.25,"[5434, 2332, 19092, 19230, 5563]"
7,30,0.21865248680114746,4.985065937042236,0.375,"[612, 19092, 475, 1110, 35254]"
7,31,0.21995168924331665,4.867743492126465,0.125,"[1110, 11, 1310, 612, 19092]"
7,32,0.16039633750915527,5.675621509552002,0.0,"[467, 787, 711, 1949, 4483]"
7,33,0.1309254765510559,5.834723949432373,0.25,"[6616, 5434, 1660, 34488, 6766]"
7,34,0.19981148838996887,5.151226997375488,0.25,"[2126, 11, 1110, 4291, 8855]"
7,35,0.16687731444835663,6.182761192321777,0.0,"[2576, 475, 35254, 31420, 612]"
7,36,0.24579694867134094,5.240400791168213,0.375,"[95, 2166, 4610, 14005, 5434]"
7,37,0.16698956489562988,5.662245750427246,0.25,"[26391, 2576, 781, 1110, 2925]"
7,38,0.21577239036560059,4.995434761047363,0.125,"[8151, 1110, 2166, 5434, 3881]"
7,39,0.1996769905090332,5.6290082931518555,0.25,"[2576, 1444, 2933, 262, 3706]"
7,40,0.2037300169467926,5.31274938583374,0.125,"[5434, 19230, 813, 2061, 34488]"
7,41,0.15542836487293243,5.936374187469482,0.125,"[813, 19230, 5581, 8567, 5434]"
7,42,0.17572355270385742,5.530969142913818,0.25,"[26391, 1110, 11, 5434, 4291]"
7,43,0.275134414434433,4.836110591888428,0.375,"[129, 8151, 5434, 1110, 3881]"
7,44,0.116893470287323,5.416726112365723,0.375,"[2576, 2933, 11, 2925, 1110]"
7,45,0.30128955841064453,4.185445308685303,0.125,"[11, 1110, 12615, 3881, 1965]"
7,46,0.2028418779373169,5.402774810791016,0.25,"[2166, 2988, 1973, 48083, 1110]"
7,47,0.13770708441734314,6.055644512176514,0.125,"[19230, 1680, 5434, 2726, 3881]"
7,48,0.23987065255641937,5.242541313171387,0.375,"[781, 1525, 2008, 6873, 1444]"
7,49,0.1749897003173828,5.4154486656188965,0.125,"[1110, 5434, 26391, 3881, 19092]"
7,50,0.15923403203487396,5.83986234664917,0.125,"[129, 19230, 15894, 813, 8151]"
7,51,0.12937620282173157,5.752676010131836,0.125,"[1110, 6616, 2576, 2933, 5434]"
7,52,0.19800208508968353,5.686718463897705,0.125,"[1110, 11, 2576, 31420, 3751]"
7,53,0.21683833003044128,5.2668657302856445,0.125,"[813, 1110, 3881, 10481, 2657]"
7,54,0.15354105830192566,5.846433639526367,0.0,"[19230, 2166, 4610, 13810, 14005]"
7,55,0.2150135040283203,5.077070713043213,0.25,"[26391, 11, 1110, 5309, 1327]"
7,56,0.16596311330795288,5.3818464279174805,0.0,"[15894, 2726, 19230, 5434, 129]"
7,57,0.17583702504634857,5.623526096343994,0.25,"[2576, 2166, 19230, 5296, 15647]"
7,58,0.23714816570281982,5.174806118011475,0.25,"[6616, 4291, 5434, 34488, 14361]"
7,59,0.33527565002441406,4.865234375,0.625,"[1110, 3881, 4610, 1633, 2126]"
7,60,0.24424690008163452,4.37354850769043,0.375,"[1110, 2576, 284, 11, 3706]"
7,61,0.2830253541469574,4.060851573944092,0.375,"[284, 900, 19230, 781, 2531]"
7,62,0.1520957499742508,5.832468509674072,0.0,"[1949, 711, 1064, 766, 4483]"
7,63,0.11541470885276794,5.9741668701171875,0.25,"[2126, 3881, 900, 2925, 19092]"
8,0,0.3321853280067444,2.6728038787841797,0.25,"[373, 612, 16453, 2402, 6151]"
8,1,0.3410451412200928,3.0921711921691895,0.375,"[257, 373, 6151, 5615, 44193]"
8,2,0.5053474307060242,2.3879165649414062,0.25,"[640, 373, 3881, 16453, 9272]"
8,3,0.30589720606803894,3.581953287124634,0.0,"[373, 6151, 16453, 612, 550]"
8,4,0.2653471529483795,3.8422598838806152,0.25,"[612, 16453, 373, 257, 2460]"
8,5,0.27405810356140137,3.8272385597229004,0.25,"[373, 5615, 6151, 257, 16453]"
8,6,0.30018988251686096,3.8361129760742188,0.25,"[257, 1165, 281, 6155, 373]"
8,7,0.14001290500164032,4.788040637969971,0.125,"[15800, 640, 373, 16453, 1310]"
8,8,0.14109940826892853,4.688722133636475,0.375,"[16453, 373, 617, 597, 3706]"
8,9,0.17759788036346436,4.528692245483398,0.25,"[373, 6151, 5615, 3706, 13]"
8,10,0.28132256865501404,4.452075004577637,0.25,"[373, 5615, 16453, 3887, 13]"
8,11,0.23629505932331085,4.486200332641602,0.25,"[373, 257, 13, 5615, 550]"
8,12,0.2386985719203949,4.391097068786621,0.25,"[373, 6151, 5615, 1973, 16453]"
8,13,0.11416276544332504,5.681346893310547,0.0,"[373, 1973, 6151, 13, 329]"
8,14,0.1891307383775711,4.880747318267822,0.125,"[2323, 3952, 2877, 11376, 6766]"
8,15,0.14410775899887085,5.172657012939453,0.0,"[373, 6151, 16453, 329, 5615]"
8,16,0.14803041517734528,5.392066955566406,0.375,"[373, 257, 5615, 6151, 617]"
8,17,0.12360828369855881,5.0606865882873535,0.125,"[640, 373, 3881, 3200, 617]"
8,18,0.12220954895019531,5.201212406158447,0.25,"[373, 257, 16453, 6151, 1422]"
8,19,0.1619580090045929,5.171144962310791,0.125,"[373, 16453, 5615, 7405, 329]"
8,20,0.1075284481048584,5.285271167755127,0.5,"[3887, 1881, 679, 383, 1119]"
8,21,0.15660983324050903,5.270157337188721,0.125,"[257, 373, 16453, 635, 44193]"
8,22,0.11282328516244888,5.508563041687012,0.25,"[11, 257, 329, 373, 13]"
8,23,0.12338878214359283,5.513330936431885,0.125,"[257, 373, 612, 617, 3409]"
8,24,0.05400684475898743,6.054019451141357,0.25,"[1422, 284, 373, 13, 26473]"
8,25,0.12077973037958145,5.323175430297852,0.125,"[373, 625, 5615, 16453, 13]"
8,26,0.11858252435922623,5.3373565673828125,0.125,"[612, 373, 257, 475, 16453]"
8,27,0.13030187785625458,5.447152137756348,0.125,"[373, 257, 16453, 635, 617]"
8,28,0.10828746855258942,5.05525016784668,0.125,"[257, 373, 5615, 13, 329]"
8,29,0.14659138023853302,5.16500186920166,0.25,"[373, 257, 13, 290, 340]"
8,30,0.13788726925849915,5.360658168792725,0.25,"[612, 257, 475, 339, 262]"
8,31,0.17632810771465302,4.847710609436035,0.0,"[257, 373, 329, 13, 11]"
8,32,0.14227445423603058,5.354811668395996,0.125,"[1064, 262, 711, 466, 467]"
8,33,0.16221307218074799,5.148427963256836,0.125,"[2323, 9753, 3952, 11376, 2877]"
8,34,0.10513849556446075,5.304234027862549,0.25,"[373, 13, 625, 329, 1088]"
8,35,0.1066858097910881,5.368043422698975,0.0,"[257, 612, 373, 475, 523]"
8,36,0.158939927816391,5.28100061416626,0.25,"[95, 373, 262, 13, 257]"
8,37,0.14451132714748383,5.160702705383301,0.0,"[1110, 257, 373, 13, 290]"
8,38,0.1619395911693573,5.175319194793701,0.125,"[8151, 373, 257, 129, 16453]"
8,39,0.1399770975112915,5.453892707824707,0.375,"[373, 241, 257, 329, 5615]"
8,40,0.12569363415241241,5.269478797912598,0.25,"[257, 329, 1110, 373, 13]"
8,41,0.09037797898054123,5.597357749938965,0.25,"[373, 257, 329, 1110, 13]"
8,42,0.10943984240293503,5.55473518371582,0.25,"[257, 329, 373, 1110, 13]"
8,43,0.14161181449890137,5.680898666381836,0.5,"[373, 8151, 257, 129, 617]"
8,44,0.14594237506389618,4.9532623291015625,0.5,"[13, 373, 329, 290, 257]"
8,45,0.23970982432365417,4.513615608215332,0.25,"[373, 617, 329, 257, 625]"
8,46,0.12686654925346375,5.493750095367432,0.25,"[373, 329, 13, 257, 625]"
8,47,0.18181824684143066,5.006704807281494,0.125,"[373, 262, 13, 314, 546]"
8,48,0.17899693548679352,5.067866325378418,0.125,"[1110, 1820, 13, 329, 546]"
8,49,0.11125436425209045,5.85124397277832,0.125,"[373, 257, 329, 617, 1735]"
8,50,0.2040191888809204,4.912563323974609,0.125,"[373, 257, 8151, 262, 1110]"
8,51,0.11828161776065826,5.414595127105713,0.25,"[1110, 373, 257, 13, 625]"
8,52,0.13292329013347626,5.540075302124023,0.25,"[373, 1521, 625, 329, 617]"
8,53,0.12424271553754807,5.330595016479492,0.0,"[373, 1110, 329, 1521, 625]"
8,54,0.14173932373523712,5.211042881011963,0.0,"[314, 13, 625, 262, 373]"
8,55,0.17907005548477173,5.232677459716797,0.25,"[1110, 13, 329, 290, 1820]"
8,56,0.1118130087852478,5.633442401885986,0.125,"[257, 1110, 13, 373, 262]"
8,57,0.11102081835269928,5.73072624206543,0.25,"[257, 281, 284, 262, 373]"
8,58,0.1477339267730713,5.918665885925293,0.25,"[2323, 4324, 8222, 625, 10752]"
8,59,0.1910366266965866,5.031166076660156,0.25,"[262, 13, 340, 290, 607]"
8,60,0.16396677494049072,5.056345462799072,0.25,"[1775, 1110, 257, 1820, 625]"
8,61,0.12423740327358246,5.406960487365723,0.25,"[284, 257, 788, 1110, 13]"
8,62,0.09776902943849564,5.777250289916992,0.125,"[1110, 307, 262, 711, 1064]"
8,63,0.08727076649665833,5.499685764312744,0.25,"[257, 373, 13, 625, 262]"
9,0,0.5368818640708923,1.9636667966842651,0.625,"[2402, 612, 373, 3706, 5615]"
9,1,0.5234090685844421,2.10823130607605,0.75,"[257, 3706, 373, 1444, 13]"
9,2,0.5362369418144226,2.3018014430999756,0.625,"[640, 1310, 257, 389, 547]"
9,3,0.3135054409503937,3.0155410766601562,0.5,"[11, 612, 13, 257, 287]"
9,4,0.3777974843978882,2.8678946495056152,0.625,"[612, 257, 287, 508, 13]"
9,5,0.4013030230998993,2.7764317989349365,0.625,"[373, 547, 5615, 257, 13]"
9,6,0.39832836389541626,2.9391839504241943,0.625,"[257, 13, 845, 284, 262]"
9,7,0.30263519287109375,3.481290817260742,0.5,"[1310, 1263, 13, 1862, 1402]"
9,8,0.19731058180332184,3.66859769821167,0.625,"[13, 287, 11, 290, 262]"
9,9,0.19562366604804993,3.726752758026123,0.375,"[13, 284, 11, 287, 290]"
9,10,0.22113963961601257,3.438342809677124,0.75,"[679, 1375, 383, 632, 1119]"
9,11,0.19893261790275574,3.8706910610198975,0.375,"[13, 11, 198, 262, 290]"
9,12,0.22465968132019043,3.47249698638916,0.25,"[13, 11, 284, 287, 290]"
9,13,0.28255775570869446,3.7218165397644043,0.5,"[13, 11, 262, 290, 287]"
9,14,0.17386575043201447,4.205513954162598,0.25,"[3952, 13, 8701, 11376, 6766]"
9,15,0.1941959261894226,4.189540386199951,0.125,"[13, 11, 284, 262, 290]"
9,16,0.19609342515468597,3.900156021118164,0.375,"[13, 11, 262, 284, 290]"
9,17,0.19392147660255432,3.976901054382324,0.125,"[1263, 1310, 13, 11, 287]"
9,18,0.2294623851776123,3.9138708114624023,0.5,"[11, 13, 284, 290, 262]"
9,19,0.20964205265045166,3.895130157470703,0.25,"[13, 11, 284, 262, 290]"
9,20,0.1842333823442459,4.513187885284424,0.25,"[198, 1375, 679, 383, 1881]"
9,21,0.12687572836875916,4.3222808837890625,0.375,"[13, 11, 1110, 284, 262]"
9,22,0.32407790422439575,3.757239580154419,0.375,"[11, 13, 284, 290, 262]"
9,23,0.245951846241951,4.032778739929199,0.5,"[13, 262, 11, 673, 290]"
9,24,0.17565198242664337,4.28926944732666,0.25,"[13, 11, 284, 290, 262]"
9,25,0.13925135135650635,4.649494171142578,0.375,"[13, 11, 284, 198, 290]"
9,26,0.15630625188350677,4.488199234008789,0.125,"[13, 11, 673, 262, 290]"
9,27,0.22999480366706848,4.3136091232299805,0.25,"[13, 11, 262, 284, 290]"
9,28,0.11669734120368958,4.792022705078125,0.25,"[262, 13, 11, 607, 339]"
9,29,0.12048251926898956,4.688523292541504,0.625,"[13, 11, 290, 262, 198]"
9,30,0.1455659419298172,4.352105617523193,0.375,"[262, 13, 607, 11, 366]"
9,31,0.23346365988254547,3.8262338638305664,0.125,"[11, 13, 262, 284, 290]"
9,32,0.1149791032075882,4.993220329284668,0.25,"[262, 13, 1011, 711, 1037]"
9,33,0.08901803940534592,5.3929314613342285,0.25,"[11376, 3952, 13, 338, 8701]"
9,34,0.14251700043678284,4.527895927429199,0.25,"[13, 11, 284, 262, 290]"
9,35,0.09389691799879074,4.958636283874512,0.25,"[13, 262, 366, 673, 11]"
9,36,0.1755567491054535,4.109099864959717,0.5,"[11, 13, 284, 262, 290]"
9,37,0.17319385707378387,4.404515266418457,0.125,"[11, 13, 284, 262, 290]"
9,38,0.14877022802829742,4.54884147644043,0.25,"[11, 13, 284, 262, 290]"
9,39,0.13124915957450867,4.8363189697265625,0.125,"[198, 13, 11, 284, 262]"
9,40,0.10727158188819885,4.981268882751465,0.375,"[11, 13, 284, 262, 290]"
9,41,0.11620178818702698,5.251202583312988,0.25,"[13, 11, 338, 284, 290]"
9,42,0.1825551837682724,4.6606855392456055,0.375,"[11, 284, 13, 290, 340]"
9,43,0.141189306974411,4.958907127380371,0.375,"[11, 13, 284, 262, 129]"
9,44,0.17956359684467316,4.701512336730957,0.5,"[11, 13, 198, 284, 290]"
9,45,0.2499057501554489,3.8969955444335938,0.5,"[11, 284, 13, 262, 290]"
9,46,0.17651982605457306,4.013391971588135,0.375,"[13, 11, 284, 262, 607]"
9,47,0.16606011986732483,4.451064109802246,0.25,"[11, 13, 284, 198, 262]"
9,48,0.22083590924739838,4.320061206817627,0.25,"[13, 11, 284, 262, 290]"
9,49,0.17270126938819885,4.396093368530273,0.375,"[11, 13, 284, 290, 262]"
9,50,0.11874249577522278,5.111056327819824,0.125,"[284, 11, 13, 262, 198]"
9,51,0.1674942970275879,4.687429904937744,0.25,"[198, 13, 11, 284, 290]"
9,52,0.17974916100502014,4.4731340408325195,0.375,"[11, 13, 284, 262, 607]"
9,53,0.11616021394729614,4.9368109703063965,0.25,"[13, 198, 11, 262, 284]"
9,54,0.17341235280036926,4.452892780303955,0.375,"[11, 284, 13, 198, 220]"
9,55,0.13916318118572235,4.490651607513428,0.25,"[11, 13, 284, 262, 290]"
9,56,0.1201733648777008,5.108362674713135,0.25,"[11, 13, 284, 262, 129]"
9,57,0.13605497777462006,4.726607322692871,0.375,"[13, 262, 11, 284, 290]"
9,58,0.13099074363708496,5.079779624938965,0.25,"[3952, 11376, 13, 2323, 338]"
9,59,0.20566928386688232,4.1956682205200195,0.5,"[13, 11, 262, 284, 340]"
9,60,0.2900356352329254,3.4989218711853027,0.25,"[13, 11, 284, 262, 290]"
9,61,0.23429127037525177,4.297552585601807,0.375,"[284, 11, 13, 262, 198]"
9,62,0.10816721618175507,5.37860107421875,0.125,"[1011, 711, 262, 13, 1037]"
9,63,0.12058606743812561,4.848101615905762,0.25,"[284, 13, 607, 338, 262]"
